id,Name,ReleaseDate,Director,Creator
1011615-king_kongtt0032850,KitesKing KongNorth West Mounted Police,"20-May-10Jan 1, 1933 Wide22 October 1940 (USA)","Anurag BasuErnest B. Schoedsack,Merian C. CooperCecil B. DeMille","Rakesh RoshanJames Ashmore Creelman,Ruth Rose,James CreelmanAlan Le May,Jesse Lasky Jr."
invisible_mans_revengett0033226,Badmaash CompanyThe Invisible Man's RevengeVirginia City,"07-May-10Jun 6, 1944 Wide23 March 1940 (USA)","Parmeet SethiFord Beebe,Ford I. BeebeMichael Curtiz",Aditya ChopraBertram MillhauserRobert Buckner
son_of_kongtt0031973,HousefullSon of KongStanley and Livingstone,"30-Apr-10Dec 22, 1933 Wide18 August 1939 (USA)","Sajid KhanErnest B. SchoedsackHenry King,Otto Brower","Sajid NadiadwalaRuth RosePhilip Dunne,Julien Josephson"
invisible_man_returnstt0055312,PrinceThe Invisible Man ReturnsPocketful of Miracles,"09-Apr-10Jan 12, 1940 Wide15 February 1962 (Japan)",Kookie V. GulatiJoe MayFrank Capra,"Kumar S. TauraniCurt Siodmak,Lester Cole,Cecil BelfrageHal Kanter,Harry Tugend"
gold_diggers_of_1937tt0027996,Atithi Tum Kab Jaoge?Gold Diggers of 1937Mr. Deeds Goes to Town,"05-Mar-10Jan 1, 1937 Limited12 April 1936 (USA)","Ashwini DhirLloyd Bacon,Busby BerkeleyFrank Capra","Amita PathakRobert Riskin,Clarence Budington Kelland"
1010695-invisible_mantt0022268,Karthik Calling KarthikThe Invisible ManPlatinum Blonde,"26-Feb-10Nov 13, 1933 Wide31 October 1931 (USA)",Vijay LalwaniJames WhaleFrank Capra,"Farhan Akhtar,Ritesh SidhwaniR.C. SherriffHarry Chandlee,Douglas W. Churchill"
gold_diggers_of_1935tt0022153,My Name Is KhanGold Diggers of 1935The Miracle Woman,"12-Feb-10Mar 15, 1935 Wide7 August 1931 (USA)","Karan JoharBusby Berkeley,Lloyd BaconFrank Capra","Hiroo Johar,Gauri KhanManuel Seff,Peter Milne,Warren B. Duff,Richard Maibaum,George HaightJo Swerling,John Meehan"
king_kongtt0023464,IshqiyaKing KongShopworn,"29-Jan-10Dec 14, 2005 Wide25 March 1932 (USA)",Abhishek ChaubeyPeter JacksonNick Grinde,"Vishal Bhardwaj,Raman MarooFran Walsh,Philippa Boyens,Peter JacksonSarah Y. Mason,Jo Swerling"
a_midsummer_nights_dream_2014tt0023775,VeerA Midsummer Night's DreamBaby Face,"22-Jan-10Jun 22, 2015 WideDecember 1933 (UK)",Anil SharmaJulie TaymorAlfred E. Green,"Vijay GalaniJulie TaymorGene Markey,Kathryn Scola"
gold_diggers_of_1933tt0023590,Chance Pe DanceGold Diggers of 1933Three on a Match,"15-Jan-10May 27, 1933 Wide29 October 1932 (USA)",Ken GhoshMervyn LeRoyMervyn LeRoy,"Ronnie ScrewvalaErwin Gelsey,Erwin S. Gelsey,Ben Markson,James Seymour,David BoehmLucien Hubbard,Kubec Glasmon"
dark_was_the_nighttt0024334,RannDark Was The NightMidnight Mary,"29-Jan-10Jul 24, 2015 Limited30 June 1933 (USA)",Ram Gopal VermaJack HellerWilliam A. Wellman,"Sheetal Vinod Talwar,Madhu Mantena VarmaTyler HiselAnita Loos,Gene Markey"
the_night_before_2015tt0024115,Teen PattiThe Night BeforeHeroes for Sale,"26-Feb-10Nov 20, 2015 Wide17 June 1933 (USA)",Leena YadavJonathan LevineWilliam A. Wellman,"Ambika A HindujaEvan Goldberg,Kyle Hunter,Jonathan LevineRobert Lord,Wilson Mizner"
duck_souptt0024210,Love Sex Aur DhokhaDuck SoupThe Kennel Murder Case,"19-Mar-10Nov 17, 1933 Wide28 October 1933 (USA)",Dibakar BanerjeeLeo McCareyMichael Curtiz,"Ekta Kapoor,Priya SreedharanArthur Sheekman,Nat Perrin,Bert Kalmar,Harry RubyS.S. Van Dine,Robert N. Lee"
1012525-little_womentt0031047,PaathshaalaLittle WomenAnother Thin Man,"16-Apr-10Mar 10, 1949 Wide17 November 1939 (USA)",Milind UkeyMervyn LeRoyW.S. Van Dyke,"Ahmed Khan,Shaira KhanAndrew Solt,Sarah Y. Mason,Victor HeermanFrances Goodrich,Albert Hackett"
vampire_battt0033852,Jaane Kahan Se Aayi HaiThe Vampire Bat (Blood Sucker) (Forced to Sin)Love Crazy,"09-Apr-10Jan 21, 1933 Wide23 May 1941 (USA)","Milap ZaveriFrank R. Strayer,Frank StrayerJack Conway","Nikhil Advani, Mukesh TalrejaEdward T. LoweWilliam Ludwig,Charles Lederer"
vampire-batstt0025091,Milenge MilengeVampire BatsEvelyn Prentice,"09-Jul-10Oct 30, 2005 Wide9 November 1934 (USA)","Satish KaushikEric Boss,Eric BrossWilliam K. Howard","Boney KapoorDoug ProchiloLenore J. Coffee,W.E. Woodward"
cavalcade2005tt0034172,LamhaaCavalcadeShadow of the Thin Man,"16-Jul-10May 19, 2005 WideNovember 1941 (USA)",Rahul DholakiaSteve SuissaW.S. Van Dyke,"Bunty Walia,Jaspreet Singh WaliaIrving Brecher,Harry Kurnitz"
l-change-the-worldtt0080380,AakroshL: Change the WorldThe Apple,"15-Oct-10Jan 31, 2008 Wide21 November 1980 (USA)",PriyadarshanHideo NakataMenahem Golan,"Kumar MangatMenahem Golan,Coby Recht"
no_other_woman_2011tt3486626,Knock OutNo Other WomanThe Nut Job 2,"15-Oct-10Oct 7, 2011 Limited2017 (USA)",Mani ShankarRuel S. BayaniCal Brunker,"Sohail MaklaiScott Bindley,Peter Lepeniotis"
the_other_woman_2011tt0097733,Jhoota Hi SahiThe Other WomanLethal Weapon 2,"22-Oct-10Feb 4, 2011 Limited7 July 1989 (USA)",Abbas TyrewalaDon RoosRichard Donner,"Sanjiv Goenka,Madhu Mantena Varma,Abbas Tyrewala,Apurv NagpalDon RoosJeffrey Boam,Shane Black"
cavalcadett0165854,AashayeinCavalcadeThe Limey,"27-Aug-10Jan 1, 1933 Wide4 August 1999 (France)",Nagesh KukunoorFrank LloydSteven Soderbergh,"Percept PicturesNoel Coward,Reginald BerkeleyLem Dobbs"
little-gianttt0110308,CrookLittle GiantThe Last Seduction,"08-Oct-10Feb 22, 1946 Wide18 June 1994 (USA)",Mohit SuriWilliam A. SeiterJohn Dahl,"Mukesh BhattPaul Jarrico,Walter de Leon,Richard CollinsSteve Barancik"
the-little-gianttt0100150,Tere Bin LadenThe Little GiantMiller's Crossing,"16-Jul-10May 20, 1933 Wide5 October 1990 (USA)","Abhishek SharmaRoy Del RuthJoel Coen,Ethan Coen","Aarti Shetty,Pooja Shetty DeoraWilson Mizner,Robert LordJoel Coen,Ethan Coen"
how_to_change_the_worldtt0119137,Pyaar Impossible!How To Change The WorldFlubber,"08-Jan-10Sep 9, 2015 Limited26 November 1997 (USA)",Jugal HansrajJerry RothwellLes Mayfield,"Uday ChopraJerry RothwellSamuel W. Taylor,John Hughes"
little_giantstt0035140,"Toh Baat PakkiLittle GiantsNow, Voyager","19-Feb-10Oct 14, 1994 Wide31 October 1942 (USA)","Kedar ShindeDuwayne Dunham,Brian LevantIrving Rapper","Ramesh S. TauraniRobert Shallcross,James Ferguson,Tommy SwerdlowCasey Robinson,Olive Higgins Prouty"
topaze-1951tt0052561,Road MovieTopazeAnatomy of a Murder,"05-Mar-10Jan 1, 1951 WideSeptember 1959 (Austria)",Dev BenegalMarcel PagnolOtto Preminger,"Dev Benegal,Ross Katz,Susan LandauWendell Mayes,John D. Voelker"
the-world-changestt3832914,Right Yaa WrongThe World ChangesWar Room,"12-Mar-10Nov 25, 1933 Wide28 August 2015 (USA)",Neeraj PathakMervyn LeRoyAlex Kendrick,"Neeraj Pathak,Krishan ChoudharyEdward ChodorovAlex Kendrick,Stephen Kendrick"
the_other_woman_2014tt0144964,ShaapitThe Other WomanHighlander: Endgame,"19-Mar-10Apr 25, 2014 Wide1 September 2000 (USA)",Vikram BhattNick CassavetesDouglas Aarniokoski,"Melissa StackGregory Widen,Eric Bernt"
1029526-topazett0032551,Hum Tum Aur GhostTopazeThe Grapes of Wrath,"26-Mar-10Jan 1, 1933 Wide15 March 1940 (USA)",Kabeer KaushikHarry d'Abbadie d'ArrastJohn Ford,"Arshad Warsi,Maria GorettiBenn W. Levy,Ben Hecht,Benn Wolfe LevyNunnally Johnson,John Steinbeck"
1012524-little_womentt0052618,Dulha Mil GayaLittle WomenBen-Hur,"08-Jan-10Nov 16, 1933 Wide26 December 1959 (UK)",Mudassar AzizGeorge CukorWilliam Wyler,"Vivek VaswaniSarah Y. Mason,Victor HeermanLew Wallace,Karl Tunberg"
1058517-little_womentt0063442,SadiyaanLittle WomenPlanet of the Apes,"02-Apr-10Dec 21, 1994 Wide3 April 1968 (USA)",Raj KanwarGillian ArmstrongFranklin J. Schaffner,"Raj KanwarMichael Wilson,Rod Serling"
vanya_on_42nd_streettt0067525,Tum Milo Toh SahiVanya on 42nd StreetThe Omega Man,"02-Apr-10Jun 1, 1995 Wide1 August 1971 (USA)",Kabir SadanandLouis MalleBoris Sagal,"Nikhil PanchamiyaAnton Chekhov,David Mamet,Andre GregoryJohn William Corrington,Joyce Hooper Corrington"
42nd_streettt0067756,Red Alert - The War Within42nd StreetSilent Running,"09-Jul-10Mar 9, 1933 Wide10 March 1972 (USA)",Anant MahadevanLloyd BaconDouglas Trumbull,"T.P. Aggarwal,Rahul AggarwalRian James,James Seymour,Whitney BoltonDeric Washburn,Michael Cimino"
1012455-little_miss_markertt0086567,UdaanLittle Miss MarkerWarGames,"16-Jul-10Mar 21, 1980 Wide3 June 1983 (USA)",Vikramaditya MotwaneWalter BernsteinJohn Badham,"Sanjay Singh,Ronnie Screwvala,Anurag KashyapWalter BernsteinLawrence Lasker,Walter F. Parkes"
little_miss_markertt1288558,HelpLittle Miss MarkerEvil Dead,"13-Aug-10Jun 1, 1934 Wide5 April 2013 (USA)",Rajeev ViraniAlexander HallFede Alvarez,"Sanjay Ahluwalia,Vinay ChokseyGladys Lehman,William Lipman,Sam HellmanFede Alvarez,Rodo Sayagues"
1029408-bombshelltt0489270,Hello DarlingBombshell (Blonde Bombshell)Saw III,"27-Aug-10Oct 13, 1933 Limited27 October 2006 (USA)",Manoj TiwariVictor FlemingDarren Lynn Bousman,"Ashok GhaiCaroline Francke,Mack Crane,Jules Furthman,John Lee MahinLeigh Whannell,James Wan"
the-lady-gamblestt0414982,Do Dooni ChaarThe Lady GamblesFinal Destination 3,"08-Oct-10May 20, 1949 Wide10 February 2006 (USA)",Habib FaisalMichael GordonJames Wong,"Arindam ChaudhuriRoy Huggins,Halsted WellesGlen Morgan,James Wong"
gambling-ladytt1144884,HisssGambling LadyThe Final Destination,"22-Oct-10Mar 31, 1934 Wide28 August 2009 (USA)",Jennifer Chambers LynchArchie MayoDavid R. Ellis,"Vikram Singh,Govind Menon,William Sees KeenanDoris Malloy,Ralph BlockEric Bress,Jeffrey Reddick"
the-eagle-and-the-hawk-spread-eaglett0095990,Rakht CharitraThe Eagle and the Hawk (Spread Eagle)Return of the Living Dead II,"22-Oct-10May 30, 1950 Wide15 January 1988 (USA)",Ram Gopal VermaLewis R. FosterKen Wiederhorn,"Sheetal Vinod Talwar,Madhu Mantena VarmaKen Wiederhorn"
1021963-treasure_islandtt0091630,Rakht Charitra 2Treasure IslandNight of the Creeps,"04-Dec-10Aug 17, 1934 Wide22 August 1986 (USA)",Ram Gopal VermaVictor FlemingFred Dekker,"Sheetal Vinod Talwar,Madhu Mantena VarmaRobert Louis Stevenson,John Lee Mahin,Leonard Praskins,John Howard LawsonFred Dekker"
the_eagle_and_the_hawk_1962tt0091083,Phoonk 2The Eagle And The HawkFrom Beyond,"16-Apr-10Jan 1, 1962 Wide24 October 1986 (USA)",Milind GadagkarLewis R. FosterStuart Gordon,"Prashant Burra,P. ChandrashekharJess Arnold,Lewis R. FosterH.P. Lovecraft,Brian Yuzna"
im_no_angeltt1610996,Khelein Hum Jee Jaan SeyI'm No AngelAbsentia,"03-Dec-10Oct 6, 1933 Wide11 April 2013 (Argentina)",Ashutosh GowarikerWesley RugglesMike Flanagan,"Ajay Bijli,Sunita Gowariker,Sanjeev K. BijliMae West,Harlan ThompsonMike Flanagan"
1021964-treasure_islandtt1345836,Toonpur Ka SuperrheroTreasure IslandThe Dark Knight Rises,"24-Dec-10Jul 19, 1950 Wide20 July 2012 (USA)",Kireet KhuranaByron HaskinChristopher Nolan,"Kumar Mangat,Krishika LullaRobert Louis Stevenson,Lawrence Edward Watkin,Lawrence Edward WatkinJonathan Nolan,Christopher Nolan"
1116410-treasure_islandtt0087182,Khuda KasamTreasure IslandDune,"26-Nov-10Aug 17, 1998 Wide14 December 1984 (USA)",K.C. BokadiaPeter RoweDavid Lynch,"Malook Nagar,Amit BokadiaFrank Herbert,David Lynch"
eagle_and_the_hawktt1217613,Well Done AbbaThe Eagle and the HawkBattle Los Angeles,"26-Mar-10May 6, 1933 Wide11 March 2011 (USA)",Shyam BenegalStuart WalkerJonathan Liebesman,"Seton I. Miller,Bogart RogersChristopher Bertolini"
1121961-lady_killertt2470938,DepartmentLady KillerAmerican Fetish,"18-May-12Apr 5, 1995 Wide12 October 2012 (USA)",Ram Gopal VermaSteven SchachterMichael Simmons,Ram Gopal VermaMichael Simmons
1035049-lady_killertt0181739,3 IdiotsLady KillerOsmosis Jones,"24-Dec-09Jan 1, 1933 Wide10 August 2001 (USA)","Rajkumar HiraniRoy Del RuthBobby Farrelly,Peter Farrelly","Vidhu Vinod ChopraBen Markson,Lillie HaywardMarc Hyman"
pusher_iii_im_the_angel_of_deathtt0082186,WantedPusher III: I'm the Angel of DeathClash of the Titans,"18-Sep-09Sep 2, 2005 Limited12 June 1981 (USA)",Prabhu DevaNicolas Winding RefnDesmond Davis,Boney KapoorNicolas Winding RefnBeverley Cross
1070943-now_and_forevertt0066518,Love Aaj KalNow and ForeverThe Vampire Lovers,"31-Jul-09Jan 1, 1934 Wide22 October 1970 (USA)",Imtiaz AliHenry HathawayRoy Ward Baker,"Saif Ali Khan,Dinesh VijanVincent Lawrence,Sylvia ThalbergSheridan Le Fanu,Harry Fine"
the-barretts-of-wimpole-street-1957tt0053085,Ajab Prem Ki Ghazab KahaniThe Barretts of Wimpole StreetThe Mummy,"06-Nov-09Jan 16, 1957 Wide16 December 1959 (USA)",Rajkumar SantoshiSidney FranklinTerence Fisher,Ramesh S. TauraniJohn DightonJimmy Sangster
barretts_of_wimpole_streettt0021814,De Dana DanThe Barretts of Wimpole StreetDracula,"27-Nov-09Sep 8, 1934 Wide14 February 1931 (USA)",PriyadarshanSidney FranklinTod Browning,"Girish Jain,Ganesh JainDonald Stewart,Ernest Vajda,Claudine West,Donald Ogden StewartBram Stoker,Hamilton Deane"
beware-the-moon-remembering-an-american-werewolf-in-london-2009tt0024216,Kambakkht IshqBeware the Moon: Remembering 'An American Werewolf in London'King Kong,"03-Jul-09Aug 28, 2009 Wide7 April 1933 (USA)","Sabbir KhanPaul DavisMerian C. Cooper,Ernest B. Schoedsack","Sajid NadiadwalaJames Ashmore Creelman,Ruth Rose"
black_furytt0390521,New YorkBlack FurySuper Size Me,"26-Jun-09May 18, 1935 Limited11 June 2004 (USA)",Kabir KhanMichael CurtizMorgan Spurlock,"Aditya ChopraMichael A. Musmanno,Harry R. Irving,Abem Finkel,Carl EricksonMorgan Spurlock"
bride_of_frankensteintt1014759,BlueThe Bride of FrankensteinAlice in Wonderland,"16-Oct-09Apr 22, 1935 Wide5 March 2010 (USA)",Anthony D'SouzaJames WhaleTim Burton,"Dillion MehtaJohn L. Balderston,William HurlbutLinda Woolverton,Lewis Carroll"
werewolf_of_londontt0304141,All The Best - Fun BeginsWerewolf of LondonHarry Potter and the Prisoner of Azkaban,"16-Oct-09May 13, 1935 Wide4 June 2004 (USA)","Rohit ShettyJean Yarbrough,Stuart WalkerAlfonso Cuarón","Ajay DevgnHarvey Harris Gates,John ColtonJ.K. Rowling,Steve Kloves"
1014482-mutiny_on_the_bountytt0126029,KamineyMutiny on the BountyShrek,"14-Aug-09Nov 8, 1962 Wide18 May 2001 (USA)","Vishal BhardwajCarol Reed,Lewis MilestoneAndrew Adamson,Vicky Jenson","Ronnie ScrewvalaCharles LedererWilliam Steig,Ted Elliott"
the_thin_man_goes_homett0110357,Chandni Chowk To ChinaThe Thin Man Goes HomeThe Lion King,"16-Jan-09Jun 1, 1945 Wide24 June 1994 (USA)","Nikhil AdvaniRichard ThorpeRoger Allers,Rob Minkoff","Ramesh Sippy,Mukesh Talreja,Rohan SippyRobert Riskin,Dwight Taylor,Harry KurnitzIrene Mecchi,Jonathan Roberts"
1014481-mutiny_on_the_bountytt0101414,Delhi 6Mutiny on the BountyBeauty and the Beast,"20-Feb-09Nov 8, 1935 Wide22 November 1991 (USA)","Rakesh Omprakash MehraFrank LloydGary Trousdale,Kirk Wise","Ronnie Screwvala,Rakesh Omprakash MehraCharles Nordhoff,James Norman Hall,Jules Furthman,Talbot Jennings,Carey WilsonLinda Woolverton,Roger Allers"
american_werewolf_in_londontt0120855,PaaAn American Werewolf in LondonTarzan,"04-Dec-09Aug 21, 1981 Wide18 June 1999 (USA)","R. BalkiJohn LandisChris Buck,Kevin Lima","Sunil ManchandaJohn LandisTab Murphy,Bob Tzudiker"
1005194-dangeroustt0120917,London DreamsDangerousThe Emperor's New Groove,"30-Oct-09Jan 1, 1935 Wide15 December 2000 (USA)",Vipul Amrutlal ShahAlfred E. GreenMark Dindal,"Paramjeet Singh,Gita Bhalla SinghLaird DoyleChris Williams,Mark Dindal"
dangerous_company_2015tt0328880,Raaz - The Mystery ContinuesDangerous CompanyBrother Bear,"23-Jan-09Aug 15, 2015 Wide1 November 2003 (USA)","Mohit SuriSheldon LarryAaron Blaise,Robert Walker","Mukesh BhattTab Murphy,Lorne Cameron"
now_and_forever_1958tt0138749,BilluNow and ForeverThe Road to El Dorado,"13-Feb-09Jun 21, 1958 Wide31 March 2000 (USA)","PriyadarshanMario ZampiBibo Bergeron,Don Paul","Gauri KhanR.F. Delderfield,Michael PertweeTerry Rossio,Ted Elliott"
the_black_cat_1941tt0307453,8 x 10 TasveerThe Black CatShark Tale,"03-Apr-09Nov 1, 1941 Wide1 October 2004 (USA)","Nagesh KukunoorAlbert S. Rogell,Albert RogellBibo Bergeron,Vicky Jenson","Shailendra SinghFrederic I. Rinaldo,Robert Neville,Robert Lees,Eric TaylorMichael J. Wilson,Rob Letterman"
thin_mantt0366548,LuckThe Thin ManHappy Feet,"24-Jul-09May 23, 1934 Wide17 November 2006 (USA)","Soham ShahW.S. Van DykeGeorge Miller,Warren Coleman","Dillion MehtaDashiell Hammett,Frances Goodrich,Albert HackettGeorge Miller,John Collee"
the_black_cat_1981tt1192628,Life PartnerThe Black CatRango,"14-Aug-09Apr 4, 1981 Wide4 March 2011 (USA)",Rumi JafferyLucio FulciGore Verbinski,"Sadhu MeherEdgar Allan Poe,Edgar Allan Poe IV,Lucio Fulci,Biagio ProiettiJohn Logan,John Logan"
1014294-moulin_rougett0844471,Dil Bole HadippaMoulin RougeCloudy with a Chance of Meatballs,"18-Sep-09Dec 23, 1952 Wide18 September 2009 (USA)","Anurag SinghJohn HustonPhil Lord,Christopher Miller","Aditya ChopraAnthony Veiller,John HustonPhil Lord,Christopher Miller"
hollywood-partytt0479952,Do Knot DisturbHollywood PartyMadagascar: Escape 2 Africa,"02-Oct-09Jun 1, 1934 Wide7 November 2008 (USA)","David DhawanGeorge Stevens Jr.,Richard Boleslawski,Allan Dwan,Roy Rowland,Charles 'Chuck' Riesner,Sam Wood,Edmund Goulding,George StevensEric Darnell,Tom McGrath","Vashu BhagnaniArthur Kober,Howard DietzEtan Cohen,Eric Darnell"
twentieth_centurytt0055614,Wake Up SidTwentieth CenturyWest Side Story,"02-Oct-09May 11, 1934 Limited23 December 1961 (Japan)","Ayan MukherjiHoward HawksJerome Robbins,Robert Wise","Karan Johar,Hiroo JoharCharles Bruce Millholland,Ben Hecht,Charles MacArthurErnest Lehman,Arthur Laurents"
1107863-moulin_rougett0078444,KurbaanMoulin Rouge!An Unmarried Woman,"20-Nov-09May 16, 2001 Wide26 May 1978 (France)",Renzil D'SilvaBaz LuhrmannPaul Mazursky,"Karan Johar,Hiroo JoharBaz Luhrmann,Craig PearcePaul Mazursky"
1015002-night_at_the_operatt0079948,Rocket Singh: Salesman Of The YearA Night at the OperaStarting Over,"11-Dec-09Nov 8, 1935 Wide5 October 1979 (USA)",Shimit AminSam WoodAlan J. Pakula,"Aditya ChopraJames Kevin McGuinness,Morrie Ryskind,George S. Kaufman,Al Boasberg,Bert KalmarDan Wakefield,James L. Brooks"
suicide-squadtt0078227,13BSuicide SquadSemi-Tough,"06-Mar-09Dec 3, 1935 WideJune 1978 (Austria)","Vikram K. KumarBernard B. Ray,Raymond K. JohnsonMichael Ritchie","Suresh Balaje,Rajesh Sawhney,Rajesh SawhneyWalter Bernstein,Dan Jenkins"
1001079-annie_oakleytt0071771,99Annie OakleyThe Longest Yard,"15-May-09Nov 15, 1935 Wide30 August 1974 (USA)","Krishna D.K,Raj NidimoruGeorge Stevens,George Stevens Jr.Robert Aldrich","Aditya Shastri,Anupam MittalDerek N. Twist,John Twist,Joel SayreTracy Keenan Wynn,Albert S. Ruddy"
1020815-tale_of_two_citiestt0077663,Aa Dekhen ZaraA Tale of Two CitiesHeaven Can Wait,"27-Mar-09Aug 4, 1958 Wide28 June 1978 (USA)","Jehangir SurtiRalph ThomasWarren Beatty,Buck Henry","Viki RajaniT.E.B. ClarkeElaine May,Warren Beatty"
bordertown2007tt0101516,Ek - The Power Of OneBordertownBugsy,"27-Mar-09Jan 23, 1935 Wide20 December 1991 (USA)","Sangeeth SivanGregory Nava,Archie MayoBarry Levinson","Jaswant KheraRobert Lord,Laird Doyle,Wallace SmithJames Toback,Dean Jennings"
10008510-bordertowntt0104427,VideshBordertownHoffa,"27-Mar-09Jan 29, 2008 Wide25 December 1992 (USA)",Deepa MehtaGregory NavaDanny DeVito,"Ravi Chopra,David HamiltonGregory NavaDavid Mamet"
1041674-tale_of_two_citiestt0237572,Aagey Se RightA Tale of Two CitiesThe Pledge,"04-Sep-09Dec 2, 1980 Wide19 January 2001 (USA)",Indrajit NattojiJim GoddardSean Penn,"Ronnie ScrewvalaJohn GayFriedrich Dürrenmatt,Jerzy Kromolowski"
1038518-raventt0113041,FoxThe RavenFather of the Bride Part II,"04-Sep-09Jul 8, 1935 Wide8 December 1995 (USA)","Deepak TijoriLew Landers,Louis FriedlanderCharles Shyer","David BoehmAlbert Hackett,Frances Goodrich"
suicide_squad_2016tt0102250,Acid FactorySuicide SquadL.A. Story,"09-Oct-09Aug 5, 2016 Wide8 February 1991 (USA)",Suparn VermaDavid AyerMick Jackson,"Sanjay GuptaJustin Marks,David AyerSteve Martin"
1097209-david_copperfieldtt0087635,AgyaatDavid CopperfieldThe Lonely Guy,"07-Aug-09Apr 16, 1999 Wide27 January 1984 (USA)",Ram Gopal VermaSimon CurtisArthur Hiller,"Ronnie Screwvala,Ram Gopal VermaAdrian HodgesBruce Jay Friedman,Neil Simon"
1005323-david_copperfieldtt0082894,Teree SangDavid CopperfieldPennies from Heaven,"07-Aug-09Jan 8, 1935 Wide1 January 1982 (USA)",Satish KaushikGeorge CukorHerbert Ross,"Bharat ShahHoward Estabrook,Hugh WalpoleDennis Potter"
1020814-tale_of_two_citiestt0028092,AladinA Tale of Two CitiesPennies from Heaven,"30-Oct-09Jan 1, 1935 Wide25 November 1936 (USA)",Sujoy GhoshJack ConwayNorman Z. McLeod,"Sunil Lulla,Sujoy GhoshCharles Dickens,S.N. Behrmann,W.P. LipscombKatherine Leslie Moore,William Rankin"
1017222-raventt0035369,Aloo ChaatThe RavenThe Spoilers,"20-Mar-09Jan 25, 1963 Limited8 May 1942 (USA)",Robby GrewalRoger CormanRay Enright,"A.P. Parigi,Gary S,Anuj SaxenaEdgar Allan Poe,Edgar Allan Poe IV,Richard MathesonRex Beach,Lawrence Hazard"
1047865-david_copperfieldtt0031033,ChintujiDavid CopperfieldAllegheny Uprising,"04-Sep-09Mar 15, 1970 Wide10 November 1939 (USA)",Ranjit KapoorDelbert MannWilliam A. Seiter,"Bobby BediCharles Dickens,Jack PulmanP.J. Wolfson,Neil H. Swanson"
the_raven_2012tt0047889,Chhota Bheem And The Curse Of DamyaanThe RavenBlood Alley,"18-May-12Apr 27, 2012 Wide1 October 1955 (USA)","Rajiv ChilakaJames McTeigueWilliam A. Wellman,John Wayne","Rajiv ChilakaHannah Shakespeare,Ben LivingstonAlbert Sidney Fleischman,Albert Sidney Fleischman"
three_smart_girls_grow_uptt0036824,Daddy Cool - Join The FunThree Smart Girls Grow UpThe Fighting Seabees,"28-Aug-09Mar 24, 1939 Wide10 July 1944 (UK)",K. Murali Mohana RaoHenry KosterEdward Ludwig,"Indra Kumar,Ashok ThakeriaBruce Manning,Felix JacksonBorden Chase,Æneas MacKenzie"
pennies_from_heaven_1936tt0038160,KisaanPennies From HeavenThey Were Expendable,"28-Aug-09Nov 25, 1936 Limited20 December 1945 (USA)","Puneet SiraNorman McLeod,Norman Z. McLeodJohn Ford,Robert Montgomery","Sohail KhanKatherine Leslie Moore,William Rankin,Jo SwerlingWilliam L. White,Frank Wead"
three_smart_girlstt0040369,Dhoom 2Three Smart GirlsFort Apache,"24-Nov-06Dec 20, 1936 Wide14 June 1948 (Brazil)",Sanjay GadhviHenry KosterJohn Ford,"Aditya ChopraAdele Comandini,Austin ParkerFrank S. Nugent,James Warner Bellah"
